,location_id,month,location,enodeb_share,onx_avg_initialbufferinterval_overall,cei_score,call_setup_success_rate,ccsr_voice_rate
2879,3513,11,PROBOLINGGO,50.526320089330206,3561.304644994149,50.49489744566316,99.49516095018636,99.81255239944356
2880,3513,12,PROBOLINGGO,49.6365091127033,4053.697692220872,52.01846374965631,99.41870261427164,99.76697466627506
2891,3514,11,PASURUAN,33.81711861862488,3278.187657734751,58.72756635421975,99.6825858169073,99.80172649409634
2892,3514,12,PASURUAN,35.03089909355819,3727.478117289658,57.32818580277952,99.62248210858186,99.77319795551033
2903,3515,11,SIDOARJO,32.40121033909693,3364.3058644700927,59.37934328483252,99.83693113321092,99.7624760804862
2904,3515,12,SIDOARJO,32.75344109693623,3558.6417844821467,58.904075823541696,99.82203635776152,99.77994329027676
2915,3516,11,MOJOKERTO,27.50390825613435,3491.511094306981,59.40376042332753,99.84651137909584,99.88852406875044
2916,3516,12,MOJOKERTO,28.63897552455544,3684.9805874104018,59.82542337970707,99.812941573586,99.86954808136208
2927,3517,11,JOMBANG,32.87558629260227,3288.590754059353,60.490572692812776,99.76597856184031,99.84330500682655
2928,3517,12,JOMBANG,30.4996020696271,3757.949956996242,56.76529056561099,99.7318090984989,99.81885001017876
2939,3518,11,NGANJUK,33.92589586944092,3577.2739719712517,53.060492056017104,99.7961451908941,99.82055198450423
2940,3518,12,NGANJUK,36.61558563433916,3749.7630685795566,54.73220826369325,98.89364509424298,99.80458488526722
2951,3519,11,MADIUN,39.67248272275369,3554.5032335329247,54.01857199168755,99.78704379382783,99.8330452663106
2952,3519,12,MADIUN,40.18027032889967,3559.2052067138147,56.88376975041143,99.78135987108833,99.82377317966682
2963,3520,11,MAGETAN,36.80936198147529,3560.6134834058607,53.78268362115137,99.74964213684272,99.67021693884496
2964,3520,12,MAGETAN,38.42573394926887,3600.8674416865147,55.48576047878393,99.70334727182625,99.6808765119155
2975,3521,11,NGAWI,38.33609837023569,3424.9455412420493,53.273690618435765,99.77839581398509,99.78564027310198
2976,3521,12,NGAWI,39.95298143976336,3570.7879288229265,59.07232369446433,99.72022858889557,99.79956943862123
2987,3522,11,BOJONEGORO,39.78977872963781,3337.855381553084,58.23775690595772,99.74826283391046,99.82720588882816
2988,3522,12,BOJONEGORO,42.42442045723105,3720.937501154168,58.84872449716658,99.71116704740432,99.80351141324272
2999,3523,11,TUBAN,38.1683609781314,3428.872886981707,59.10110848633509,99.7746337009851,99.81550461912516
3000,3523,12,TUBAN,36.95412264686219,4059.157516125369,57.90418236166132,99.79228402414496,99.80143501041468
3011,3524,11,LAMONGAN,30.238905365762182,3218.252213887295,55.80595253147964,99.80474757524192,99.85472997118424
3012,3524,12,LAMONGAN,31.19117686022124,3586.175475270608,55.05228130154511,99.79732876402052,99.827187942442
3023,3525,11,GRESIK,34.447468335110976,3366.346803560504,59.60935078460842,99.79391280105892,99.87371824757388
3024,3525,12,GRESIK,35.93231094624138,3819.7190889470417,60.49644752344532,99.7741628892256,99.8640556487902
3035,3526,11,BANGKALAN,34.06799409833374,3609.56939884764,53.553943386438185,99.76633295987902,99.79553100396974
3036,3526,12,BANGKALAN,34.074454588617286,3973.382825130447,58.28831540115625,99.72544809860813,99.77774742543686
3047,3527,11,SAMPANG,29.412527272794105,4335.945418850904,58.67537975947285,99.76634386329124,99.82638437754684
3048,3527,12,SAMPANG,26.100071755707766,3939.892758539621,58.78076513825342,99.73123777885478,99.8157915357778
3059,3528,11,PAMEKASAN,32.48722214801206,3792.454036827805,56.38477214973213,99.75717557953476,99.80123761464932
3060,3528,12,PAMEKASAN,34.20482325226958,4361.3640741111485,56.9533999168409,99.71809903560404,99.79197663879614
3071,3529,11,SUMENEP,33.23847893969406,4175.502846557657,54.98927766356743,94.80557830434785,99.70251957379044
3072,3529,12,SUMENEP,34.57808607594625,4059.724125993816,55.28726773960412,93.29924028562432,99.6537937895725
3083,3571,11,KOTA KEDIRI,39.84429631481035,2883.2411750369083,63.94178569368416,99.85324871167876,99.77680651899666
3084,3571,12,KOTA KEDIRI,36.244062256182055,3024.8374232992733,68.72919533767036,99.86135693692638,99.7869511192277
3095,3572,11,KOTA BLITAR,32.25567631567215,2869.6768976393987,69.8148596651354,99.81051883158584,99.92872069059366
3096,3572,12,KOTA BLITAR,35.38152334849981,2866.02695027195,71.14582923482446,99.83101442901872,99.92213381163243
3107,3573,11,KOTA MALANG,38.60456884872094,3208.138230903418,64.31689778289244,99.8396573074592,99.93021847142
3108,3573,12,KOTA MALANG,38.056586831200114,3240.1664137449598,68.20008236820287,99.84098697637494,99.92434127812076
3119,3574,11,KOTA PROBOLINGGO,47.40397485287986,3268.8721780265687,59.86118896505745,99.90007206524776,99.84181437687997
3120,3574,12,KOTA PROBOLINGGO,45.474109408237375,3466.093433627347,59.14187551472183,99.90235504395832,99.8088040629051
3131,3575,11,KOTA PASURUAN,41.54613206787285,3551.9691880904625,63.96377091835394,99.84103416281658,99.93169803885256
3132,3575,12,KOTA PASURUAN,38.32208067539754,3801.245498032595,61.691210776608365,99.7945761943624,99.91952547561765
3143,3576,11,KOTA MOJOKERTO,26.710083260515297,3676.1227696134274,60.24940935763277,99.8747609386024,99.8995706698519
3144,3576,12,KOTA MOJOKERTO,29.226820424246363,3542.256499782897,60.11785291632688,99.8550544825908,99.88078742569972
3155,3577,11,KOTA MADIUN,37.84899352488822,3170.410246487689,57.32549925277473,99.92988169949312,99.92614889865251
3156,3577,12,KOTA MADIUN,40.57308273531615,3056.736833301549,58.55674493117033,99.9357908113864,99.91702955848928
3167,3578,11,KOTA SURABAYA,33.613958630335475,3497.011814381328,58.123488129113845,99.80702285323062,99.90817376119442
3168,3578,12,KOTA SURABAYA,36.067884352823526,3723.38491689964,59.06613106242948,99.7787979288604,99.90328672301544
3179,3579,11,KOTA BATU,39.834342539188974,3147.7492295088555,62.75193449817308,99.80312447723026,99.89624449201692
3180,3579,12,KOTA BATU,42.39266512677267,3397.3812908326395,62.68812010740204,99.7622004087137,99.89840033973849
3191,3601,11,PANDEGLANG,30.891260357449863,3455.717799161508,58.30820516708708,99.4378209126102,99.80434077545812
3192,3601,12,PANDEGLANG,31.524966710280456,3370.7273850861616,60.13496068127744,99.52305703444812,99.8004169123661
3203,3602,11,LEBAK,25.77585617776176,3372.1118949592146,53.01151327025823,99.61596766320716,99.85627911426134
3204,3602,12,LEBAK,26.655016503849623,3307.0275491242405,54.464110099175,99.53719958543353,99.85262561655853
3215,3603,11,TANGERANG,33.26005518889139,3299.7179614829515,56.78698429122936,99.7243824172832,99.92025352138286
3216,3603,12,TANGERANG,34.399887189050766,3361.016733520467,62.22672224764037,99.75351089258604,99.9196277433149
3227,3604,11,SERANG,29.85401686625071,3435.895855741484,56.32606644658488,99.74837913429069,99.90332698058256
3228,3604,12,SERANG,28.25043619038578,3570.758095296606,58.31537695928969,99.65741378968768,99.9045561067226
3239,3671,11,KOTA TANGERANG,37.520853335383386,3273.8275987613097,57.27191564671147,99.81284768183654,99.93168237767632
3240,3671,12,KOTA TANGERANG,37.08290732838376,3356.7300582544704,59.187486710830434,99.80887985771987,99.9346473195853
3251,3672,11,KOTA CILEGON,34.66329448160225,3196.4062974797907,61.86993750864779,99.7562630684177,99.92830321070896
3252,3672,12,KOTA CILEGON,34.84276453910377,3329.957795783867,66.33112266606113,99.71355225313478,99.913184856541
3263,3673,11,KOTA SERANG,30.175423090455173,3132.262021306823,55.88357250764577,99.86177731091928,99.91424199038912
3264,3673,12,KOTA SERANG,30.81393453438707,3353.583231594449,61.91184223148521,99.86380168849192,99.91818156073504
3275,3674,11,KOTA TANGERANG SELATAN,35.460352547635885,3228.546001286823,60.10211783044594,99.80452761749554,99.9221460525534
3276,3674,12,KOTA TANGERANG SELATAN,36.29913024084952,3248.56918349066,63.76011803593664,99.78394731219326,99.93019697321635
3287,5101,11,JEMBRANA,34.55308355930205,3903.8557371332367,56.93039796882407,99.77270628020028,99.80070431692783
3288,5101,12,JEMBRANA,32.32698851337175,4045.8998015873017,56.594197426869606,99.471601420748,99.79037452540824
3299,5102,11,TABANAN,33.46128362276871,3996.034961429381,55.61899699539376,99.67279647104438,99.78974215920324
3300,5102,12,TABANAN,35.724536864311965,3618.7047846442815,54.20772061769015,99.79262726431658,99.7848952910456
3311,5103,11,BADUNG,39.33039117686226,3544.3984717276967,54.97992273288106,99.72839576547211,99.84166364391554
3312,5103,12,BADUNG,42.42649868608646,3604.892774266308,55.962163090815295,99.72729758840072,99.80585578666384
3323,5104,11,GIANYAR,47.18627594767053,3727.817911506128,55.36184978947775,99.81719826073186,99.84581339297029
3324,5104,12,GIANYAR,47.11723050470434,3650.8165149668503,56.073449362974735,99.7521062040082,99.83779327478535
3335,5105,11,KLUNGKUNG,49.972854190710265,4094.5569552669554,55.56054268612793,99.76098329083334,99.75328320217476
3336,5105,12,KLUNGKUNG,50.319503038024216,4218.208452380952,56.19901736006605,99.70853290270368,99.72188190197134
3347,5106,11,BANGLI,69.33988765281671,4328.098015873016,52.733280349710334,99.73506405145208,99.78892600668226
3348,5106,12,BANGLI,68.9566903929563,2984.416502463054,53.9974992386456,99.75172092793562,99.7863697956468
3359,5107,11,KARANGASEM,55.02040809580214,4011.982891922891,51.79500512918472,99.7676574866596,99.75875322369453
3360,5107,12,KARANGASEM,48.12331259513444,3687.2120250120247,50.97013554447396,99.6934294691492,99.7318050936712
3371,5108,11,BULELENG,37.52807393172879,3470.452658323932,55.10722086263169,99.79948881836415,99.87451160420495
3372,5108,12,BULELENG,38.71180479480108,3197.858407102157,58.8602966345943,99.78883959243667,99.86540232210412
3383,5171,11,KOTA DENPASAR,38.18101830000449,3488.5186781023253,57.77541640433864,99.746620073757,99.91224992613212
3384,5171,12,KOTA DENPASAR,39.35581812770942,3535.056092726524,58.16671580553254,99.64542410196827,99.89294126227126
3395,5201,11,LOMBOK BARAT,26.005465809985253,3607.031183158272,61.716651072067904,99.51577086507385,99.88674535686263
3396,5201,12,LOMBOK BARAT,25.09209202132687,3736.109538235161,59.95083604277628,99.57116803171428,99.88377084532016
3407,5202,11,LOMBOK TENGAH,23.255129689119237,3531.095254361944,63.18957360888648,99.62959094590764,99.82070369922828
3408,5202,12,LOMBOK TENGAH,22.37635968133578,4064.8627213525774,61.099735477993136,99.60815627458378,99.79411200087708
3419,5203,11,LOMBOK TIMUR,19.058391382478938,3278.5628827529194,68.3254454744485,99.63841617700864,99.8856001156344
3420,5203,12,LOMBOK TIMUR,17.783795928183846,3507.242771168174,67.6474318054661,99.63002933865728,99.89350018611675
3431,5204,11,SUMBAWA,71.53106706702586,4337.530961757856,58.71176624008056,99.7672329399848,99.90383277766146
3432,5204,12,SUMBAWA,68.70226335353652,4124.348060220772,56.13896318600852,99.70643953108012,99.8789992172998
3443,5205,11,DOMPU,79.23078143011591,4491.943069691746,56.093309717216286,99.52813255777497,99.8356449259226
3444,5205,12,DOMPU,74.94638764063632,4551.572912457913,55.176430671395,99.41014932075208,99.83280072251598
3455,5206,11,BIMA,84.4123617295824,4474.106973079065,52.07233785122555,99.55782953136465,99.86975711310738
3456,5206,12,BIMA,85.30056555774463,4708.28146692904,50.62990887894517,99.67952118309016,99.8793373334801
3467,5207,11,SUMBAWA BARAT,78.19530456528074,4399.481588975696,57.40100633022585,99.62030355748357,99.93554220887602
3468,5207,12,SUMBAWA BARAT,77.800752332441,4587.621920177861,57.69281525756629,99.64714005367276,99.92772506334606
3479,5208,11,LOMBOK UTARA,36.80578428386303,3612.1765266230273,60.043313948002975,99.5470153529722,99.88464908974592
3480,5208,12,LOMBOK UTARA,40.4972660877097,3519.0260738335737,59.05554678467102,99.70782540217527,99.88373964439954
3491,5271,11,KOTA MATARAM,32.92524279504316,3472.7583463461992,60.28816225046983,99.76800579393706,99.94491477821497
3492,5271,12,KOTA MATARAM,34.7639705790903,3390.168848667161,60.27830030734484,99.74911444717836,99.94178897466055
3503,5272,11,KOTA BIMA,73.38687532510663,4956.2807143099135,55.71656473001001,99.66120488008498,99.92389495006132
3504,5272,12,KOTA BIMA,73.15753754495967,5133.960495522998,55.882891907500046,99.76209461266924,99.9207202997326
3515,5301,11,SUMBA BARAT,78.04761904761905,3829.2559523809527,58.19918512573708,99.52379200522653,99.71809193655596
3516,5301,12,SUMBA BARAT,82.31527093596058,4295.723809523809,56.93572780842921,99.0325218276658,99.59335338821748
3527,5302,11,SUMBA TIMUR,88.91950608083333,4881.931773399014,59.69179003266001,99.41597808066716,99.73537174006444
3528,5302,12,SUMBA TIMUR,70.09488567551448,5050.476190476191,53.53852312021226,99.34458941260648,99.78010457970738
3539,5303,11,KUPANG,67.14163614163616,4648.118367346939,51.5293743026567,99.57382988545474,99.69554164586154
3540,5303,12,KUPANG,77.08907120778585,5862.956111111112,52.03146975042526,99.57471714847546,99.66730551039792
3551,5304,11,TIMOR TENGAH SELATAN,81.42015392015394,4853.935629251701,50.73450965589477,99.29562992515814,99.593608270654
3552,5304,12,TIMOR TENGAH SELATAN,84.67820493682561,4794.937931034483,49.97484507332544,99.19450823253857,99.46908650201486
3563,5305,11,TIMOR TENGAH UTARA,68.88095238095238,3718.894095238095,52.73257106481758,99.47604773768484,99.74681630507244
3564,5305,12,TIMOR TENGAH UTARA,63.32649151614668,6209.914285714285,46.43083431838208,99.50127266005398,99.723131467313
3575,5306,11,BELU,94.00108225108224,3587.8109126984127,52.71184387779693,99.698432119072,99.77807547119896
3576,5306,12,BELU,93.60700602079912,3965.347249589491,52.12556093793888,99.7165879292988,99.80672508729296
3587,5307,11,ALOR,84.55300309712075,4188.6621784345925,50.829306168033554,99.70358257073956,99.76554315924142
3588,5307,12,ALOR,91.58145494352392,5699.654365079367,50.927127973175736,99.63291653290572,99.75498828091789
3599,5308,11,LEMBATA,97.71403133903137,4766.243253968255,52.277990748923486,99.41027920846108,99.84629579037843
3600,5308,12,LEMBATA,99.12424740010948,4733.101559934319,52.567273906636686,99.43031334978912,99.84122644235892
3611,5309,11,FLORES TIMUR,90.06226522015996,5755.795730706075,50.87139095170404,99.67201953240286,99.85214211246011
3612,5309,12,FLORES TIMUR,85.62905400887145,6820.9548029556645,53.57670795619873,99.55665455519572,99.78287983572032
3623,5310,11,SIKKA,80.2038886179753,3979.522777777778,53.660339317377066,99.62180939045702,99.7950203393525
3624,5310,12,SIKKA,82.84472373468317,5161.358452380953,54.40567371913195,99.58874552487316,99.75360391777512
3635,5311,11,ENDE,75.72166278965645,4927.71025974026,52.98981686231379,99.4027594526885,99.76200831984184
3636,5311,12,ENDE,77.96254061467044,4772.410912698412,50.40202154109892,99.39527556827088,99.63205654436469
3647,5312,11,NGADA,69.52177452177452,4747.510289115647,56.19429353035088,99.55225784929628,99.84820509304176
3648,5312,12,NGADA,71.55719759168036,5022.475,54.83299516694325,99.33136566782322,99.798470185972
3659,5313,11,MANGGARAI,79.75529028187528,5759.656600529099,51.6062624328989,99.35307331060606,99.7081401998066
3660,5313,12,MANGGARAI,78.20234078548421,4804.444682539683,51.99690864829261,99.53102032111728,99.79151859054092
3671,5314,11,ROTE NDAO,94.73809523809524,4761.496376811594,54.36754228609537,99.53976814269284,99.86621581502476
3672,5314,12,ROTE NDAO,85.54187192118226,4095.5036231884055,52.80562918397228,99.29705618636883,99.8003340940738
3683,5315,11,MANGGARAI BARAT,69.03563593269476,5233.387771950272,50.13480193542542,99.35334782436982,99.63844574314145
3684,5315,12,MANGGARAI BARAT,71.66886028754823,5407.135066137565,51.06285777138528,99.53969418780076,99.69303373502464
3695,5316,11,SUMBA TENGAH,93.33333333333331,3968.15625,54.68484567684768,99.1413225489152,99.51616179660428
3696,5316,12,SUMBA TENGAH,50.86206896551724,4131.424242424242,54.58645207752329,98.93791647157744,99.60937780907516
3707,5317,11,SUMBA BARAT DAYA,66.4920634920635,5089.395833333334,49.14399088088698,98.71308146390052,99.43681393227916
3708,5317,12,SUMBA BARAT DAYA,87.44273925308408,5856.074666666666,49.260925956175726,98.8403654516574,99.33412113468188
3719,5318,11,NAGEKEO,84.53499278499278,4700.006,55.43236198035352,97.23627988832594,99.80030474649658
3720,5318,12,NAGEKEO,89.67022441160373,7772.368055555556,52.994674497784224,97.99471941810826,99.79024060797846
3731,5319,11,MANGGARAI TIMUR,83.89021164021163,7940.0306878306865,45.0906803227612,98.98511157776656,99.62412798303812
3732,5319,12,MANGGARAI TIMUR,82.807881773399,7534.804545454546,46.82435323380356,98.958671900168,99.6379927376866
3743,5320,11,SABU RAIJUA,93.33333333333331,3680.25,53.78570018019124,99.50261241008118,99.6990401673887
3744,5320,12,SABU RAIJUA,82.75862068965517,3923.296296296297,54.16620393400021,99.26869785650548,99.62153505827042
3755,5321,11,MALAKA,80.55555555555557,4043.796296296296,50.76139745354144,99.36197725184236,99.70805121190766
3756,5321,12,MALAKA,89.72906403940885,5788.717391304348,50.926119015784415,99.45766513161573,99.65401625349882
3767,5371,11,KOTA KUPANG,72.86475182450724,3847.952122309457,55.72958077614663,99.55282957160324,99.9019093549441
3768,5371,12,KOTA KUPANG,75.04987579374917,3635.406574067852,56.392371706995874,99.7164332360063,99.90424511507037
3779,6101,11,SAMBAS,38.36611139329341,4211.491645486584,48.7030170414676,99.5272719962778,99.43674411873494
3780,6101,12,SAMBAS,41.35528846567588,3926.401036901065,48.98205995772168,99.74218065295254,99.44090584874093
3791,6102,11,BENGKAYANG,47.84903712900768,4949.813015873017,48.51134418262243,99.7570775305604,99.20065456389852
3792,6102,12,BENGKAYANG,49.79079503013622,4687.213862433863,50.42769884176943,99.61648265591782,99.20309861893055
3803,6103,11,LANDAK,49.49745680221751,4164.767380952381,50.55098249873854,99.54673418965574,99.14892702968248
3804,6103,12,LANDAK,49.04150389226931,3536.3055636955637,50.34056673981891,99.52726360982189,99.1839708038958
3815,6104,11,MEMPAWAH,27.45545374755756,3462.4175276575274,48.68821377770849,99.91252740570944,99.60326608750704
3816,6104,12,MEMPAWAH,29.528421453408143,3682.808534983536,48.8435653265417,99.91806105400252,99.619484360258
3827,6105,11,SANGGAU,49.57858390470496,3926.642426002648,51.4203815077673,99.645623508698,99.12532816596963
3828,6105,12,SANGGAU,48.62585946935562,4030.645409768106,50.01266283751607,99.6762106021379,99.1802755642444
3839,6106,11,KETAPANG,55.56536361954896,4866.621635878797,43.03748385047376,99.44672495514712,98.9285033006768
3840,6106,12,KETAPANG,60.2026698108696,4609.723674401593,53.17975540253417,98.8584250080642,99.09399220950522
3851,6107,11,SINTANG,39.49971605118984,4862.498731928297,50.3278599155329,99.39686262774708,98.9486242516071
3852,6107,12,SINTANG,42.5310610237663,4330.767496808747,51.66353169911458,99.63651939032106,99.0188598315796
3863,6108,11,KAPUAS HULU,57.94758682665498,4939.826142376142,49.008396382608176,99.44500853158276,98.9494374359701
3864,6108,12,KAPUAS HULU,57.32050957956833,4867.942086524587,48.88645367848599,99.5152225073505,98.97262655623568
3875,6109,11,SEKADAU,57.3808468334784,4915.641124338624,46.11885376767383,99.70047097945432,98.8797296980669
3876,6109,12,SEKADAU,63.68374451722909,4986.364532019705,46.18336258018892,99.74196478652112,98.99283449066728
3887,6110,11,MELAWI,51.52226091799049,5183.099973544974,55.19576400639668,99.75053529953458,99.27152404782844
3888,6110,12,MELAWI,56.53485148707738,3786.341984126984,55.22021557920342,99.76642569421068,99.30929802939175
3899,6111,11,KAYONG UTARA,61.83649665740681,4420.420833333334,51.79856889418539,99.76204529778506,99.35289896353854
3900,6111,12,KAYONG UTARA,61.127696396459065,4553.5044882320735,55.86069868227892,99.65926360884356,99.32641740048996
3911,6112,11,KUBU RAYA,37.66659454022798,3643.3823566647648,56.42514754457877,99.81474465625666,99.33728346351594
3912,6112,12,KUBU RAYA,38.473289824066775,3731.345735979819,51.55307198851542,99.67144448481866,99.37100288154984
3923,6171,11,KOTA PONTIANAK,40.342441801893,3100.2401614991527,63.381577989349815,99.87481589421388,99.73960778832614
3924,6171,12,KOTA PONTIANAK,42.38864383372962,3242.35757102423,66.80887330722221,99.8725210323966,99.71878907805026
3935,6172,11,KOTA SINGKAWANG,32.33005677004578,3058.7986774969672,51.19796589528755,99.89205482503128,99.7158521635148
3936,6172,12,KOTA SINGKAWANG,30.43755078589124,3288.5204294779296,56.02490303139899,99.87880941342227,99.7046559972286
3947,6201,11,KOTAWARINGIN BARAT,57.97181991814082,3775.358844613732,59.92131103332246,99.25400913755628,99.33667006139903
3948,6201,12,KOTAWARINGIN BARAT,57.313607062282486,3729.367034849527,60.45441107806704,99.6415433686098,99.35937677717446
3959,6202,11,KOTAWARINGIN TIMUR,52.13849212072898,4066.2782053345577,56.06561139281651,99.63741580511766,99.12904638430123
3960,6202,12,KOTAWARINGIN TIMUR,49.63285573213614,4145.934466192313,52.13065153234112,99.73309575691336,99.16697268983036
3971,6203,11,KAPUAS,66.66564085504085,4738.636785592866,55.10984276014516,99.39384836550052,98.99260062147523
3972,6203,12,KAPUAS,68.5453318306003,4546.5412708611175,58.6463034471059,99.53946291266826,98.87310733177432
3983,6204,11,BARITO SELATAN,79.28224724141192,4000.2620720456025,50.6037178701877,99.78907605883454,99.34693742956372
3984,6204,12,BARITO SELATAN,82.03301448403637,3609.3658760030817,50.221547220331416,99.76170603758771,99.34343574171436
3995,6205,11,BARITO UTARA,74.5606820449462,4221.411063724248,54.77541716010054,99.50295582703464,99.23097841609687
3996,6205,12,BARITO UTARA,76.80585393132584,4688.184651478677,54.45440764539984,99.7114846294272,99.24040956998704
4007,6206,11,SUKAMARA,59.15167237303461,3970.385221674877,53.69561546771152,99.4519196401758,98.98154955989408
4008,6206,12,SUKAMARA,66.64803548511269,5767.1258417508425,53.67161367094334,99.56577397484938,99.0596060385182
4019,6207,11,LAMANDAU,75.33584499249126,4741.2108333333335,50.393981071069135,99.14077811311776,98.20592229947052
4020,6207,12,LAMANDAU,75.98124344722602,4225.726257816258,52.26785334674949,99.02610074268564,98.14078009349412
4031,6208,11,SERUYAN,71.8746442335267,4794.96121454152,52.39242685292785,99.5579378672058,98.95366342320068
4032,6208,12,SERUYAN,75.36762542647529,4740.830076405078,48.37332086631747,99.13267704292494,99.0060413682843
4043,6209,11,KATINGAN,69.25896858484117,4755.544830100242,54.14395286935955,99.63824539006288,98.96066569640416
4044,6209,12,KATINGAN,59.683045957818656,4541.451746031746,54.96388691185512,99.66404862718508,98.92345777620469
4055,6210,11,PULANG PISAU,73.54599269195091,5016.34889555978,55.3919917083293,99.06044443740171,98.91144438713408
4056,6210,12,PULANG PISAU,73.52164736236652,4482.219110149109,55.75066841129215,98.75875221812278,98.87854017134164
4067,6211,11,GUNUNG MAS,84.817048362714,4290.110788470789,55.58312718824425,99.42989745977528,99.02797912928114
4068,6211,12,GUNUNG MAS,79.65026806224628,4426.957752525252,57.68819425155209,99.68708047721,99.15210566207722
4079,6212,11,BARITO TIMUR,73.42075252752777,3281.403809523809,54.30940785723728,99.23285233976084,99.26267439352058
4080,6212,12,BARITO TIMUR,73.32237913768645,4379.155811965811,52.11437605679301,99.63608085551267,99.2655821202
4091,6213,11,MURUNG RAYA,75.79615267100797,4998.287482841233,50.49474319017592,98.36188713621114,99.1693134754202
4092,6213,12,MURUNG RAYA,78.46662787538719,5538.6456503844765,52.79439262265609,99.57038912110971,99.05455931780268
4103,6271,11,KOTA PALANGKARAYA,50.9039067548905,3361.473569047881,61.64798787470282,99.65318862205297,99.80084092766936
4104,6271,12,KOTA PALANGKARAYA,58.85403526275959,3402.720331233351,60.91701311281338,99.78597336789846,99.80242448103206
4115,6301,11,TANAH LAUT,47.55586905478242,3825.055825427514,53.31843476510834,99.51760117943164,99.47976975400388
4116,6301,12,TANAH LAUT,43.6695783275882,3960.953502916224,55.14473713661297,99.51604884093273,99.5055871507396
4127,6302,11,KOTA BARU,63.03342479607306,4205.658970128834,51.898727433046346,82.91785601457818,99.04878092698728
4128,6302,12,KOTA BARU,62.22309742992158,4378.714970254263,59.77880158310193,87.69320522601963,99.04399936935032
4139,6303,11,BANJAR,44.78846135093693,3491.0761728619123,59.496213579185785,99.7933167322864,99.64311140791904
4140,6303,12,BANJAR,42.51675948024239,3505.7812002267337,59.56801645707798,99.8013322181032,99.61926519542912
4151,6304,11,BARITO KUALA,42.58359165078751,4016.9032238640657,58.85278200789232,99.8233964151063,99.44501036317448
4152,6304,12,BARITO KUALA,41.31942301675531,4057.162923812788,60.078103951453535,99.75441410324436,99.4579919212488
4163,6305,11,TAPIN,48.11791935557537,3901.951976979822,53.36595172994054,99.78309877496577,99.5216368105504
4164,6305,12,TAPIN,49.878785524162815,3927.805837414272,54.507973722862864,99.7902322024677,99.5138788312052
4175,6306,11,HULU SUNGAI SELATAN,47.65292103526981,3425.06519806859,52.35727799620263,99.85494229598709,99.54859700231508
4176,6306,12,HULU SUNGAI SELATAN,50.297525521429854,3983.436080387444,55.8923324381876,99.85359522281912,99.54563294465618
4187,6307,11,HULU SUNGAI TENGAH,48.30631377072712,3401.2406921618685,55.71218186709783,99.8570263830092,99.57755722651466
4188,6307,12,HULU SUNGAI TENGAH,46.2684796136421,3404.105142496393,56.911912615609246,99.82741049132088,99.58584228281327
4199,6308,11,HULU SUNGAI UTARA,44.23947162809235,3260.5353385527733,58.31314303079571,99.87090027250424,99.5625839018542
4200,6308,12,HULU SUNGAI UTARA,46.028605418428654,4154.476566267495,59.14397788430805,99.88959435701793,99.58639112125536
4211,6309,11,TABALONG,51.11062084510372,3430.7202457746434,54.744780101272426,99.68130273682095,99.52283559799125
4212,6309,12,TABALONG,55.23146886650441,3966.471326997106,56.817758563380266,99.5534623017666,99.51095913267748
4223,6310,11,TANAH BUMBU,63.00116215524838,4071.3208686546063,56.255272127055655,99.83576714300492,99.40105197019832
4224,6310,12,TANAH BUMBU,63.64482614223486,4636.044476668761,57.85759307812945,99.5646064208365,99.41428016377633
4235,6311,11,BALANGAN,57.09326613191468,3819.796118326117,51.565071405598616,99.802858223976,99.39296941244204
4236,6311,12,BALANGAN,55.71978692352939,3694.2281229881232,58.14950146108188,99.75486584850702,99.43359248113892
4247,6371,11,KOTA BANJARMASIN,39.77117566779871,3464.5885736232863,63.68499202919157,99.91333877159362,99.76549897604728
4248,6371,12,KOTA BANJARMASIN,39.31903359380685,3395.1354752228904,63.79630336114904,99.93677960199406,99.7821270737266
4259,6372,11,KOTA BANJARBARU,50.36205704285892,3555.5120053372284,60.28119043239452,99.66479804041316,99.79290913400368
4260,6372,12,KOTA BANJARBARU,48.33929371793828,3722.3415009674286,64.0245211324561,99.7453304190948,99.7854423341282
4271,6401,11,PASER,75.32959363170704,4024.206897170156,59.350045889537725,99.6174002082,99.07356140364494
4272,6401,12,PASER,73.0112302534209,4108.822852297749,62.45040883468155,99.64652974716776,99.1872379362636
4283,6402,11,KUTAI BARAT,84.16630407321507,6289.944383533054,48.31281938242123,98.67886624370148,97.84429662730352
4284,6402,12,KUTAI BARAT,83.51081403384659,5752.746663485533,49.13145845424231,98.73050992779828,98.27510770663989
4295,6403,11,KUTAI KARTANEGARA,75.14057504312568,4717.549461982568,55.26670004751312,97.96728971088916,98.68760843939044
4296,6403,12,KUTAI KARTANEGARA,74.98051351654172,4611.527104170718,57.99117992229863,98.59332546414828,98.76203500636774
4307,6404,11,KUTAI TIMUR,80.47900144667227,5177.985762898879,53.40579449875,99.41949534880806,98.27466448910968
4308,6404,12,KUTAI TIMUR,78.9849461137618,5265.43831074492,50.627795299744825,99.4160836180276,98.27713903677405
4319,6405,11,BERAU,87.56478623707899,4601.2465608632765,58.74712094505055,99.06454197346334,98.98981715245252
4320,6405,12,BERAU,92.2787822977868,4871.252167508653,58.34709178050528,99.05379201943104,98.86696622865657
4331,6409,11,PENAJAM PASER UTARA,64.35978803942997,4309.178398531353,51.638541285771126,99.6928503528699,99.25695993055189
